site;plot;treatment;transect;subplot;position_m;species;height_cm;girth_cm;diameter_cm;notes
Karla;NV;control;NV25;4;67;Frangula alnus;11;;;
Karla;NV;control;NV25;4;67;Frangula alnus;57;;;
Karla;NV;control;NV25;4;67;Frangula alnus;49;;;
Karla;NV;control;NV25;4;67;Populus tremula;5;;;
Karla;NV;control;NV25;4;67;Populus tremula;95;;;
Karla;NV;control;NV25;4;67;Populus tremula;17;;;
Karla;NV;control;NV25;4;67;Populus tremula;26;;;
Karla;NV;control;NV25;4;67;Populus tremula;15;;;
Karla;NV;control;NV25;4;67;Quercus sp.;16;;;b
Karla;NV;control;NV25;4;67;Quercus sp.;37;;;b
Karla;NV;control;NV45;1;9;Quercus sp.;46;;;mostly litter, some mossy rocks, stenbär, ferns
Karla;NV;control;NV45;1;9;Quercus sp.;44;;;(almost) all oaks browsed
Karla;NV;control;NV45;1;9;Quercus sp.;18;;;
Karla;NV;control;NV45;1;9;Quercus sp.;29;;;
Karla;NV;control;NV45;1;9;Quercus sp.;21;;;
Karla;NV;control;NV45;1;9;Quercus sp.;19;;;
Karla;NV;control;NV45;1;9;Quercus sp.;15;;;
Karla;NV;control;NV45;1;9;Quercus sp.;44;;;
Karla;NV;control;NV45;1;9;Quercus sp.;44;;;
Karla;NV;control;NV45;1;9;Quercus sp.;41;;;
Karla;NV;control;NV45;1;9;Quercus sp.;74;;;
Karla;NV;control;NV45;1;9;Quercus sp.;16;;;
Karla;NV;control;NV45;1;9;Quercus sp.;15;;;
Karla;NV;control;NV45;1;9;Quercus sp.;42;;;
Karla;NV;control;NV45;1;9;Quercus sp.;35;;;
Karla;NV;control;NV45;1;9;Quercus sp.;16;;;
Karla;NV;control;NV45;1;9;Quercus sp.;8;;;
Karla;NV;control;NV45;1;9;Quercus sp.;12;;;
Karla;NV;control;NV45;1;9;Quercus sp.;38;;;
Karla;NV;control;NV45;1;9;Quercus sp.;41;;;
Karla;NV;control;NV45;1;9;Quercus sp.;13;;;
Karla;NV;control;NV45;1;9;Quercus sp.;14;;;
Karla;NV;control;NV45;1;9;Quercus sp.;11;;;
Karla;NV;control;NV45;1;9;Quercus sp.;10;;;
Karla;NV;control;NV45;1;9;Quercus sp.;7;;;
Karla;NV;control;NV45;1;9;Quercus sp.;10;;;
Karla;NV;control;NV45;1;9;Quercus sp.;23;;;
Karla;NV;control;NV45;1;9;Quercus sp.;23;;;
Karla;NV;control;NV45;1;9;Quercus sp.;45;;;
Karla;NV;control;NV45;1;9;Quercus sp.;10;;;
Karla;NV;control;NV45;1;9;Quercus sp.;12;;;
Karla;NV;control;NV45;1;9;Quercus sp.;9;;;
Karla;NV;control;NV45;1;9;Quercus sp.;7;;;
Karla;NV;control;NV45;1;9;Quercus sp.;37;;;
Karla;NV;control;NV45;1;9;Quercus sp.;48;;;
Karla;NV;control;NV45;1;9;Quercus sp.;15;;;
Karla;NV;control;NV45;1;9;Sorbus aucuparia;>130;5;1,591550775;
Karla;NV;control;NV45;1;9;Sorbus aucuparia;>130;3;0,954930465;
Karla;NV;control;NV45;1;9;Quercus sp.;32;;;
Karla;NV;control;NV45;1;9;Quercus sp.;18;;;
Karla;NV;control;NV45;1;9;Quercus sp.;45;;;
Karla;NV;control;NV45;1;9;Quercus sp.;45;;;
Karla;NV;control;NV45;1;9;Quercus sp.;8;;;
Karla;NV;control;NV45;1;9;Quercus sp.;15;;;
Karla;NV;control;NV45;1;9;Quercus sp.;20;;;
Karla;NV;control;NV45;1;9;Quercus sp.;36;;;
Karla;NV;control;NV45;1;9;Quercus sp.;48;;;
Karla;NV;control;NV45;1;9;Quercus sp.;10;;;
Karla;NV;control;NV45;1;9;Quercus sp.;52;;;
Karla;NV;control;NV45;1;9;Quercus sp.;43;;;
Karla;NV;control;NV45;1;9;Quercus sp.;47;;;
Karla;NV;control;NV45;1;9;Quercus sp.;23;;;
Karla;NV;control;NV45;1;9;Quercus sp.;22;;;
Karla;NV;control;NV45;1;9;Quercus sp.;14;;;
Karla;NV;control;NV45;1;9;Quercus sp.;13;;;
Karla;NV;control;NV45;1;9;Quercus sp.;15;;;
Karla;NV;control;NV45;1;9;Quercus sp.;11;;;
Karla;NV;control;NV45;1;9;Frangula alnus;>130;9;2,864791395;
Karla;NV;control;NV45;1;9;Frangula alnus;38;;;stubbskott av nian
Karla;NV;control;NV45;1;9;Quercus sp.;33;;;
Karla;NV;control;NV45;1;9;Quercus sp.;10;;;
Karla;NV;control;NV45;2;37;Quercus sp.;10;;;litter, moss on the ground and rocks, grasses, stenbär, harsyra, blueberry 
Karla;NV;control;NV45;2;37;Populus tremula;10;;;
Karla;NV;control;NV45;2;37;Populus tremula;17;;;
Karla;NV;control;NV45;2;37;Populus tremula;9;;;
Karla;NV;control;NV45;2;37;Populus tremula;31;;;
Karla;NV;control;NV45;2;37;Populus tremula;34;;;
Karla;NV;control;NV45;2;37;Populus tremula;6;;;
Karla;NV;control;NV45;2;37;Populus tremula;9;;;
Karla;NV;control;NV45;2;37;Populus tremula;13;;;
Karla;NV;control;NV45;2;37;Populus tremula;13;;;
Karla;NV;control;NV45;2;37;Populus tremula;14;;;
Karla;NV;control;NV45;2;37;Populus tremula;8;;;
Karla;NV;control;NV45;2;37;Populus tremula;10;;;
Karla;NV;control;NV45;2;37;Frangula alnus;34;;;
Karla;NV;control;NV45;2;37;Frangula alnus;>130;2;0,63662031;
Karla;NV;control;NV45;2;37;Frangula alnus;>130;1;0,318310155;
Karla;NV;control;NV45;2;37;Frangula alnus;>130;1;0,318310155;
Karla;NV;control;NV45;2;37;Frangula alnus;>130;5;1,591550775;
Karla;NV;control;NV45;2;37;Quercus sp.;20;;;
Karla;NV;control;NV45;2;37;Frangula alnus;43;;;
Karla;NV;control;NV45;2;37;Frangula alnus;83;;;
Karla;NV;control;NV45;2;37;Frangula alnus;40;;;
Karla;NV;control;NV45;2;37;Frangula alnus;86;;;
Karla;NV;control;NV45;2;37;Frangula alnus;26;;;
Karla;NV;control;NV45;2;37;Frangula alnus;>130;3;0,954930465;
Karla;NV;control;NV45;2;37;Frangula alnus;>130;0,5;0,159155078;
Karla;NV;control;NV45;2;37;Frangula alnus;>130;1;0,318310155;
Karla;NV;control;NV45;2;37;Populus tremula;22;;;
Karla;NV;control;NV45;2;37;Quercus sp.;16;;;
Karla;NV;control;NV45;2;37;Quercus sp.;27;;;
Karla;NV;control;NV45;2;37;Populus tremula;83;;;
Karla;NV;control;NV45;2;37;Frangula alnus;97;;;
Karla;NV;control;NV45;2;37;Frangula alnus;25;;;
Karla;NV;control;NV45;2;37;Sorbus aucuparia;>130;1;0,318310155;
Karla;NV;control;NV45;2;37;Frangula alnus;>130;5;1,591550775;
Karla;NV;control;NV45;3;46;Quercus sp.;28;;;mostly litter, some vascular plants like stenbär, blueberry, harsyra
Karla;NV;control;NV45;3;46;Quercus sp.;17;;;oaks browsed
Karla;NV;control;NV45;3;46;Quercus sp.;18;;;
Karla;NV;control;NV45;3;46;Populus tremula;31;;;
Karla;NV;control;NV45;3;46;Populus tremula;28;;;
Karla;NV;control;NV45;3;46;Populus tremula;59;;;
Karla;NV;control;NV45;3;46;Quercus sp.;30;;;
Karla;NV;control;NV45;3;46;Quercus sp.;31;;;
Karla;NV;control;NV45;3;46;Populus tremula;24;;;
Karla;NV;control;NV45;3;46;Populus tremula;14;;;
Karla;NV;control;NV45;3;46;Populus tremula;8;;;
Karla;NV;control;NV45;3;46;Sorbus aucuparia;>130;3;0,954930465;
Karla;NV;control;NV45;3;46;Quercus sp.;23;;;
Karla;NV;control;NV45;3;46;Populus tremula;22;;;
Karla;NV;control;NV45;3;46;Sorbus aucuparia;>130;3;0,954930465;
Karla;NV;control;NV45;3;46;Quercus sp.;32;;;
Karla;NV;control;NV45;3;46;Quercus sp.;45;;;
Karla;NV;control;NV45;3;46;Frangula alnus;>130;2;0,63662031;
Karla;NV;control;NV45;3;46;Frangula alnus;>130;2;0,63662031;
Karla;NV;control;NV45;3;46;Frangula alnus;>130;2;0,63662031;
Karla;NV;control;NV45;3;46;Frangula alnus;>130;4;1,27324062;
Karla;NV;control;NV45;3;46;Frangula alnus;>130;4;1,27324062;
Karla;NV;control;NV45;3;46;Frangula alnus;>130;1;0,318310155;
Karla;NV;control;NV45;3;46;Sorbus aucuparia;>130;5;1,591550775;
Karla;NV;control;NV45;3;46;Quercus sp.;30;;;
Karla;NV;control;NV45;3;46;Quercus sp.;40;;;
Karla;NV;control;NV45;3;46;Quercus sp.;12;;;
Karla;NV;control;NV45;3;46;Populus tremula;23;;;
Karla;NV;control;NV45;3;46;Populus tremula;18;;;
Karla;NV;control;NV45;3;46;Quercus sp.;27;;;
Karla;NV;control;NV45;3;46;Quercus sp.;18;;;
Karla;NV;control;NV45;4;77;Quercus sp.;21;;;mostly litter, some stenbär and harsyra, an oak and a spruce in the subplot
Karla;NV;control;NV45;4;77;Sorbus aucuparia;45;;;
Karla;NV;control;NV45;4;77;Sorbus aucuparia;87;;;
Karla;NV;control;NV45;4;77;Sorbus aucuparia;>130;2;0,63662031;
Karla;NV;control;NV45;4;77;Quercus sp.;36;;;
Karla;NV;control;NV45;4;77;Quercus sp.;27;;;
Karla;NV;control;NV45;4;77;Sorbus aucuparia;117;;;
Karla;NV;control;NV45;4;77;Sorbus aucuparia;54;;;
Karla;NV;control;NV45;4;77;Sorbus aucuparia;80;;;
Karla;NV;control;NV45;4;77;Acer platanoides;10;;;
Karla;NV;control;NV45;4;77;Picea abies;>130;15;4,774652326;
Karla;NV;control;NV45;4;77;Quercus sp.;44;;;
Karla;NV;control;NV45;4;77;Quercus sp.;52;;;
Karla;NV;control;NV45;4;77;Sorbus aucuparia;66;;;
Karla;NV;control;NV45;4;77;Sorbus aucuparia;27;;;
Karla;NV;control;NV45;4;77;Sorbus aucuparia;62;;;
Karla;NV;control;NV45;4;77;Quercus sp.;16;;;
Karla;NV;control;NV45;4;77;Quercus sp.;17;;;
Karla;NV;control;NV45;4;77;Quercus sp.;65;;;
Karla;NV;control;NV45;4;77;Quercus sp.;14;;;
Karla;NV;control;NV45;4;77;Quercus sp.;10;;;
Karla;NV;control;NV45;4;77;Quercus sp.;52;;;
Karla;NV;control;NV45;4;77;Quercus sp.;21;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;101;;;understory almost only litter, a few ferns, subplot moved from 95, to 89 to avoid exclosure, now right next to the exclosure
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;93;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;158;1;0,318310155;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;143;1;0,318310155;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;134;1;0,318310155;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;2;0,63662031;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;5;1,591550775;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;12;3,819721861;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;10;3,18310155;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;32;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;52;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;121;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;99;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;103;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;113;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;109;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;1;0,318310155;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;1;0,318310155;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;1;0,318310155;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;1;0,318310155;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;7;2,228171085;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;15;4,774652326;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;110;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;95;;;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;3;0,954930465;
Östadkulle;Ö;thinned;Ö89;1;5;Corylus avellana;>130;1;0,318310155;
Östadkulle;Ö;thinned;Ö89;2;28;Corylus avellana;28;;;mostly litter, mossy rocks, mushrooms, dead tree, moist ground, jämte en bäck
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;>130;7;2,228171085;
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;>130;10;3,18310155;
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;12;;;
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;81;;;
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;>130;6;1,90986093;
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;>130;11;3,501411706;
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;>130;4;1,27324062;
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;>130;2;0,63662031;
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;>130;3;0,954930465;
Östadkulle ;Ö;thinned;Ö89;2;28;Corylus avellana;>130;11;3,501411706;
Östadkulle ;Ö;thinned;Ö89;3;53;Corylus avellana;10;;;mostly litter, quite many mossy rocks, one hazel, some branches were too thick
Östadkulle ;Ö;thinned;Ö89;3;53;Corylus avellana;30;;;
Östadkulle ;Ö;thinned;Ö89;3;53;Corylus avellana;110;;;
Östadkulle ;Ö;thinned;Ö89;3;53;Corylus avellana;>130;11;3,501411706;
Östadkulle ;Ö;thinned;Ö89;3;53;Corylus avellana;>130;13;4,138032016;
Östadkulle ;Ö;thinned;Ö89;3;53;Corylus avellana;>130;10;3,18310155;
Östadkulle ;Ö;thinned;Ö89;3;53;Corylus avellana;>130;10;3,18310155;
Östadkulle ;Ö;thinned;Ö89;3;53;Corylus avellana;8;;;
Östadkulle ;Ö;thinned;Ö89;4;74;Fraxinus excelsior;18;;;understory litter, dead branches, a few meters from an exclosure
Östadkulle;Ö;thinned;Ö89;4;74;Populus tremula;7;;;
Östadkulle;Ö;thinned;Ö89;4;74;Fraxinus excelsior;10;;;
Östadkulle;Ö;thinned;Ö89;4;74;Fraxinus excelsior;231;3;0,954930465;
Östadkulle;Ö;thinned;Ö89;4;74;Fraxinus excelsior;47;;;
Östadkulle;Ö;thinned;Ö89;4;74;Fraxinus excelsior;39;;;
Östadkulle;Ö;thinned;Ö89;4;74;Populus tremula;10;;;maybe an aspen, dead top
Östadkulle;Ö;thinned;Ö89;4;74;Populus tremula;11;;;maybe an aspen, dead top
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;90;;;subplot moved back 2 meters pga bäck, now the last meter is in water, understory a lot of bare ground, litter, mossy rocks, fallen trees
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;100;;;many ashes browsed
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;53;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;65;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;14;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;50;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;27;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;37;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;75;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;15;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;28;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;26;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;34;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;68;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;53;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;34;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;52;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;49;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;40;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;104;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;28;;;
Östadkulle;Ö;thinned;Ö75;1;0;Fraxinus excelsior;24;;;
Östadkulle;Ö;thinned;Ö75;1;0;Picea abies;46;;;
Östadkulle;Ö;thinned;Ö75;2;28;Fraxinus excelsior;60;;;some mossy rocks, understory mostly litter, two large hazel branches in the subplot, right next to/along a fallen tree, 
Östadkulle;Ö;thinned;Ö75;2;28;Corylus avellana;>130;6;1,90986093;
Östadkulle;Ö;thinned;Ö75;2;28;Corylus avellana;51;;;
Östadkulle;Ö;thinned;Ö75;2;28;Corylus avellana;136;1;0,318310155;
Östadkulle;Ö;thinned;Ö75;2;28;Corylus avellana;28;;;
Östadkulle;Ö;thinned;Ö75;2;28;Quercus sp.;16;;;browsed/beten
Östadkulle;Ö;thinned;Ö75;2;28;Quercus sp.;9;;;browsed/beten
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;>130;1;0,318310155;an opening under ringbarkade oaks, a stump partly in the subplot, understory litter, blueberry, mosses, ekar var betade
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;>130;1;0,318310155;
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;>130;4;1,27324062;
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;>130;3;0,954930465;
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;>130;1;0,318310155;
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;>130;4;1,27324062;
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;85;;;
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;>130;2;0,63662031;
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;>130;2;0,63662031;
Östadkulle;Ö;thinned;Ö75;3;56;Corylus avellana;129;;;
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;22;;;
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;88;;;
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;85;;;
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;103;;;
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;78;;;
Östadkulle;Ö;thinned;Ö75;3;56;Quercus sp.;7;;;
Östadkulle;Ö;thinned;Ö75;3;56;Quercus sp.;9;;;
Östadkulle;Ö;thinned;Ö75;3;56;Quercus sp.;7;;;
Östadkulle;Ö;thinned;Ö75;3;56;Picea abies;9;;;inaturalist
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;54;;;
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;63;;;
Östadkulle;Ö;thinned;Ö75;3;56;Quercus sp.;21;;;
Östadkulle;Ö;thinned;Ö75;3;56;Quercus sp.;6;;;
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;25;;;
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;>130;1;0,318310155;
Östadkulle;Ö;thinned;Ö75;3;56;Quercus sp.;35;;;
Östadkulle;Ö;thinned;Ö75;3;56;Betula sp.;144;1;0,318310155;
Östadkulle;Ö;thinned;Ö75;3;56;Betula sp.;20;;;
Östadkulle;Ö;thinned;Ö75;3;56;Betula sp.;44;;;
Östadkulle;Ö;thinned;Ö75;3;56;Populus tremula;93;;;
Östadkulle;Ö;thinned;Ö75;4;71;Corylus avellana;126;;;mostly litter, big mossy rock, fallen tree, a few vascular plants, all askar betade
Östadkulle;Ö;thinned;Ö75;4;71;Corylus avellana;>130;3;0,954930465;
Östadkulle;Ö;thinned;Ö75;4;71;Corylus avellana;>130;2;0,63662031;
Östadkulle;Ö;thinned;Ö75;4;71;Corylus avellana;>130;4;1,27324062;
Östadkulle;Ö;thinned;Ö75;4;71;Fraxinus excelsior;86;;;
Östadkulle;Ö;thinned;Ö75;4;71;Fraxinus excelsior;>130;2;0,63662031;
Östadkulle;Ö;thinned;Ö75;4;71;Fraxinus excelsior;>130;2;0,63662031;
Östadkulle;Ö;thinned;Ö75;4;71;Fraxinus excelsior;15;;;stubbskott
Östadkulle;Ö;thinned;Ö75;4;71;Fraxinus excelsior;84;;;betade
Östadkulle;Ö;thinned;Ö75;4;71;Quercus sp.;14;;;
Östadkulle;V;control;V95;1;0;Quercus sp.;7;;;this oak browsed, growing on a stone, understory mostly litter, some mossy stones, a rowan in the subplot
Östadkulle;V;control;V95;1;0;Populus tremula;14;;;b
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;10;;;most browsed
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;35;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;27;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;31;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;33;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;38;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;32;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;1;0;Quercus sp.;16;;;
Östadkulle;V;control;V95;1;0;Corylus avellana;29;;;
Östadkulle;V;control;V95;1;0;Quercus sp.;16;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;28;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;35;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;33;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;10;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;8;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;20;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;43;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;12;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;6;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;41;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;10;;;
Östadkulle;V;control;V95;1;0;Quercus sp.;14;;;b?
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;1;0;Quercus sp.;9;;;b
Östadkulle;V;control;V95;1;0;Quercus sp.;10;;;b
Östadkulle;V;control;V95;1;0;Quercus sp.;9;;;b
Östadkulle;V;control;V95;1;0;Fraxinus excelsior;21;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;10;;;understory mostly litter, a little harsyra, some mossy rocks, dead hazel trunks
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;23;;;most ashes and oaks browsed
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;21;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;23;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;8;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;19;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;9;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;27;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;10;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;2;23;Quercus sp.;17;;;
Östadkulle;V;control;V95;2;23;Quercus sp.;14;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;8;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;28;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;25;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;45;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;29;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;14;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;23;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;22;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;10;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;26;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;32;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;38;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;15;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;29;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;18;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;29;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;31;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;11;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;33;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;24;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;21;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;16;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;31;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;17;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;13;;;
Östadkulle;V;control;V95;2;23;Fraxinus excelsior;40;;;
